"ID;""TAG"";""RAW"";""TOKENS"";""NSW_TOKEN_INDEX"";""GOLD""",,,,,,,,,
"181;""NTIME"";""At 12:00 ", FM has a four-minute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason ," long wave leaves PM on weekdays at 17:54"";""33"";""1"";NA",,,,,
"182;""NTIME"";""At 12:00 ", FM has a four-minute bulletin while long wave has the headlines and then the Shipping Forecast ; for the same reason ," long wave leaves PM on weekdays at 17:54"";""33"";""32"";NA",,,,,
"183;""NTIME"";""There is a news programme or bulletin ( depending on the day ) at 22:00"";""15"";""14"";NA",,,,,,,
"184;""NTIME"";""The tune Sailing By is played until 00:48 "," when the late shipping forecast is broadcast"";""16"";""7"";NA",,,,,,
"185;""NTIME"";""Radio 4 finishes with the national anthem ", God Save the Queen ," and the World Service takes over from 01:00 until 05:20"";""23"";""20"";NA",,,,,
"186;""NTIME"";""Radio 4 finishes with the national anthem ", God Save the Queen ," and the World Service takes over from 01:00 until 05:20"";""23"";""22"";NA",,,,,
"187;""NUM"";""BBC Radio 4 BBC Radio 4 is a British domestic radio station ", operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy ," science and history"";""44"";""2"";NA",
"188;""NUM"";""BBC Radio 4 BBC Radio 4 is a British domestic radio station ", operated and owned by the British Broadcasting Corporation ( BBC ) , that broadcasts a wide variety of spoken-word programmes , including news , drama , comedy ," science and history"";""44"";""5"";NA",
"189;""NUM"";""BBC Radio 4 is the second most popular domestic radio station in the UK ", and is broadcast throughout the United Kingdom on FM , LW and DAB ," and can be received in the north of France and Northern Europe as well"";""43"";""2"";NA",,,,
"190;""NUM"";""Radio 4's sister station ", BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive ," extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"";""48"";""7"";NA",,,,
"191;""NUM"";""Radio 4's sister station ", BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive ," extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"";""48"";""14"";NA",,,,
"192;""NUM"";""Radio 4's sister station ", BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive ," extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"";""48"";""27"";NA",
"193;""NUM"";""Radio 4's sister station ", BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive ," extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"";""48"";""34"";NA",
"194;""NUM"";""Radio 4's sister station ", BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive ," extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"";""48"";""1"";NA",
"195;""NUM"";""BBC Radio 4 is notable for its consistent news bulletins and programmes such as Today and The World at One "," which are heralded on air by the Greenwich Time Signal ' pips ' or the chimes of Big Ben"";""40"";""2"";NA",,,
"196;""NUM"";""Table of contents Section 1 Outline Radio 4 is the second most popular British domestic radio station by total hours "," after Radio 2 â€“ and the most popular in London and the South of England"";""36"";""4"";NA",,,
"197;""NUM"";""Table of contents Section 1 Outline Radio 4 is the second most popular British domestic radio station by total hours "," after Radio 2 â€“ and the most popular in London and the South of England"";""36"";""7"";NA",,,
"198;""NUM"";""Table of contents Section 1 Outline Radio 4 is the second most popular British domestic radio station by total hours "," after Radio 2 â€“ and the most popular in London and the South of England"";""36"";""23"";NA",,,
"199;""NUM"";""[ citation needed ] The station recorded its highest ever audience of 11 million listeners in May 2011 and was named ' UK Radio Station of the Year ' at the 2003 "," 2004 and 2008 Sony Radio Academy Awards"";""40"";""12"";NA",,,
"200;""NUM"";""There is no comparable British commercial network as Channel 4 abandoned plans to launch its own speech-based digital radio station in October 2008 as part of a Â£100m cost cutting review"";""31"";""9"";NA",,,,
"201;""NUM"";""In 2010 "," Gwyneth Williams replaced Mark Damazer as Radio 4 controller"";""12"";""10"";NA",,,
"202;""NUM"";""In addition ", prior to the creation of BBC Radio 5 , the station broadcast several sports-based features , most notably Sport on Four and since the creation of BBC Radio 5 Live has become the home of ball-by-ball commentaries of most test cricket matches played by England ," which are broadcast on long wave"";""55"";""31"";NA"
"203;""NUM"";""In addition ", prior to the creation of BBC Radio 5 , the station broadcast several sports-based features , most notably Sport on Four and since the creation of BBC Radio 5 Live has become the home of ball-by-ball commentaries of most test cricket matches played by England ," which are broadcast on long wave"";""55"";""10"";NA"
"204;""NUM"";""As a result ", for around 70 days a year ," listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio 4 broadcasts"";""26"";""6"";NA",,
"205;""NUM"";""As a result ", for around 70 days a year ," listeners have to rely on FM broadcasts or increasingly DAB for mainstream Radio 4 broadcasts"";""26"";""24"";NA",,
"206;""NUM"";""Radio 4 has carried these regular weather forecasts for shipping and gale warnings since its move to the Long Wave frequency in 1978 because the long-wave service can be received clearly at sea around the coasts of Britain and Ireland"";""40"";""1"";NA",,,,
"207;""NUM"";""The station has also been designated as the UK's national broadcaster in times of national emergency such as a war : if all other radio stations were forced to close "," Radio 4 would still carry on broadcasting"";""38"";""32"";NA",,,
"208;""NUM"";""It has been claimed that Radio 4 had an additional role during the Cold War : the commanders of nuclear-armed submarines believing that Britain had suffered nuclear attack were required to check if they could still receive Radio 4 "," and if they could not would open sealed orders which might authorise a retaliatory strike"";""55"";""38"";NA",,,,,,,,
"209;""NUM"";""It has been claimed that Radio 4 had an additional role during the Cold War : the commanders of nuclear-armed submarines believing that Britain had suffered nuclear attack were required to check if they could still receive Radio 4 "," and if they could not would open sealed orders which might authorise a retaliatory strike"";""55"";""6"";NA",,,,,,,,
"210;""NUM"";""As well as news and drama ", and despite a reputation for being middle class and London centric , Radio 4 also has a strong reputation for comedy , including experimental and alternative comedy ," many successful comedians and comedy shows first appearing on the station"";""46"";""20"";NA",,,,,
"211;""NUM"";""The station is available on FM ( in most of Great Britain ", parts of Ireland and the North of France ) , LW ( throughout the United Kingdom and in parts of Northern Europe , and the Atlantic north of the Azores to about 20 degrees west ) , MW ( in some areas ) , DAB , Digital TV ( including Freeview , Freesat , Sky and Virgin Media ) ," and on the Internet"";""77"";""45"";NA"
"212;""NUM"";""Section 2 History The BBC Home Service was the predecessor of Radio 4 and broadcast between 1939 and 1967"";""19"";""1"";NA",,,,,,,,,
"213;""NUM"";""Section 2 History The BBC Home Service was the predecessor of Radio 4 and broadcast between 1939 and 1967"";""19"";""12"";NA",,,,,,,,,
"214;""NUM"";""Radio 4 replaced the Home Service on 30 September 1967 ", when the BBC renamed many of its domestic radio stations ," in response to the challenge of offshore radio"";""30"";""1"";NA",,,,,,,
"215;""NUM"";""It moved to long wave in 1978 ", taking over the 200 kHz frequency previously held by Radio 2 ," and later moved to 198 kHz as a result of international agreements aimed at avoiding interference"";""36"";""18"";NA",,,,,,,
"216;""NUM"";""It moved to long wave in 1978 ", taking over the 200 kHz frequency previously held by Radio 2 ," and later moved to 198 kHz as a result of international agreements aimed at avoiding interference"";""36"";""24"";NA",,,,,,,
"217;""NUM"";""It moved to long wave in 1978 ", taking over the 200 kHz frequency previously held by Radio 2 ," and later moved to 198 kHz as a result of international agreements aimed at avoiding interference"";""36"";""11"";NA",,,,,,,
"218;""NUM"";""For a time during the 1970s Radio 4 still carried some regional variations for parts of England not served by BBC Local Radio stations"";""24"";""7"";NA",,,,,,,,,
"219;""NUM"";""Until 1990 Radio 4's FM frequencies broadcast Open University ", schools programming and the ' Study on 4 ' adult education slot at various times on VHF/FM because until the 1990s , Radio 4 was not available on FM in much of Scotland ," Wales and Northern Ireland"";""48"";""33"";NA",,,,,,
"220;""NUM"";""Until 1990 Radio 4's FM frequencies broadcast Open University ", schools programming and the ' Study on 4 ' adult education slot at various times on VHF/FM because until the 1990s , Radio 4 was not available on FM in much of Scotland ," Wales and Northern Ireland"";""48"";""17"";NA",,,,,,
"221;""NUM"";""Until 1990 Radio 4's FM frequencies broadcast Open University ", schools programming and the ' Study on 4 ' adult education slot at various times on VHF/FM because until the 1990s , Radio 4 was not available on FM in much of Scotland ," Wales and Northern Ireland"";""48"";""3"";NA",,,,,,
"222;""NUM"";""The launch of Radio 5 in September 1990 saw the removal of all three strands to the new station resulting ", for the first time ," in the full Radio 4 schedule being on FM"";""35"";""4"";NA",,,,,,,
"223;""NUM"";""The launch of Radio 5 in September 1990 saw the removal of all three strands to the new station resulting ", for the first time ," in the full Radio 4 schedule being on FM"";""35"";""30"";NA",,,,,,,
"224;""NUM"";""However ", between 17 January 1991 and 2 March 1991 , the FM broadcasts were replaced by a continuous news service devoted to the Gulf War , nicknamed ' Scud FM ' ," again with the main Radio 4 service being exclusively on long wave"";""45"";""38"";NA"
"225;""NUM"";""In September 1991 bosses decided that the main Radio 4 service would be on FM as FM coverage had by now been extended to cover almost all of the UK"";""30"";""9"";NA",,,,
"226;""NUM"";""Radio 4 is part of the Royal Navy's system of Last Resort Letters"";""13"";""1"";NA",,,,
"227;""NUM"";""In the event of a suspected catastrophic attack on the United Kingdom ", submarine commanders , in addition to carrying out other checks ," would check for a broadcast signal from Radio 4 to verify the annihilation of civilisation in the United Kingdom"";""43"";""32"";NA",
"228;""NUM"";""Section 3 Programmes and schedules Section 3.1 Daily schedule The night-time feed from the BBC World Service ends at 05:20 "," with a brief introduction from the early shift continuity announcer"";""31"";""1"";NA",,,
"229;""NUM"";""Section 3 Programmes and schedules Section 3.1 Daily schedule The night-time feed from the BBC World Service ends at 05:20 "," with a brief introduction from the early shift continuity announcer"";""31"";""6"";NA",,,
"230;""NUM"";""The five-minute Radio 4 UK Theme ( composed by Fritz Spiegl ) followed this for 28 years until April 2006"";""20"";""3"";NA",,,,
"231;""NUM"";""The five-minute Radio 4 UK Theme ( composed by Fritz Spiegl ) followed this for 28 years until April 2006"";""20"";""15"";NA",,,,
"232;""NUM"";""On or after the hour ", a news bulletin is broadcast - this is sometimes a two-minute summary , a longer piece as part of a current affairs programme ," or a 30-minute broadcast on weekdays at 18:00 and midnight"";""40"";""32"";NA",
"233;""NUM"";""Radio 4 finishes with the national anthem ", God Save the Queen ," and the World Service takes over from 01:00 until 05:20"";""23"";""1"";NA",,
"234;""NUM"";""Section 3.2 Production Many Radio 4 programmes are pre-recorded"";""9"";""1"";NA",,,,
"235;""NUM"";""Section 3.2 Production Many Radio 4 programmes are pre-recorded"";""9"";""5"";NA",,,,
"236;""NUM"";""Radio 4 News will move to New Broadcasting House in 2013"";""11"";""1"";NA",,,,
"237;""NYER"";""It replaced the BBC Home Service in 1967"";""8"";""7"";NA",,,,
"238;""NYER"";""[ citation needed ] The station recorded its highest ever audience of 11 million listeners in May 2011 and was named ' UK Radio Station of the Year ' at the 2003 "," 2004 and 2008 Sony Radio Academy Awards"";""40"";""31"";NA",,,
"239;""NYER"";""[ citation needed ] The station recorded its highest ever audience of 11 million listeners in May 2011 and was named ' UK Radio Station of the Year ' at the 2003 "," 2004 and 2008 Sony Radio Academy Awards"";""40"";""33"";NA",,,
"240;""NYER"";""[ citation needed ] The station recorded its highest ever audience of 11 million listeners in May 2011 and was named ' UK Radio Station of the Year ' at the 2003 "," 2004 and 2008 Sony Radio Academy Awards"";""40"";""35"";NA",,,
"241;""NYER"";""[ citation needed ] The station recorded its highest ever audience of 11 million listeners in May 2011 and was named ' UK Radio Station of the Year ' at the 2003 "," 2004 and 2008 Sony Radio Academy Awards"";""40"";""17"";NA",,,
"242;""NYER"";""There is no comparable British commercial network as Channel 4 abandoned plans to launch its own speech-based digital radio station in October 2008 as part of a Â£100m cost cutting review"";""31"";""22"";NA",,,,
"243;""NYER"";""In 2010 "," Gwyneth Williams replaced Mark Damazer as Radio 4 controller"";""12"";""1"";NA",,,
"244;""NYER"";""Radio 4 has carried these regular weather forecasts for shipping and gale warnings since its move to the Long Wave frequency in 1978 because the long-wave service can be received clearly at sea around the coasts of Britain and Ireland"";""40"";""22"";NA",,,,
"245;""NYER"";""Section 2 History The BBC Home Service was the predecessor of Radio 4 and broadcast between 1939 and 1967"";""19"";""16"";NA",,,,
"246;""NYER"";""Section 2 History The BBC Home Service was the predecessor of Radio 4 and broadcast between 1939 and 1967"";""19"";""18"";NA",,,,
"247;""NYER"";""It had regional variations and was broadcast on medium wave with a network of VHF FM transmitters being added from 1955 onwards"";""22"";""20"";NA",,,,
"248;""NYER"";""Radio 4 replaced the Home Service on 30 September 1967 ", when the BBC renamed many of its domestic radio stations ," in response to the challenge of offshore radio"";""30"";""9"";NA",,
"249;""NYER"";""It moved to long wave in 1978 ", taking over the 200 kHz frequency previously held by Radio 2 ," and later moved to 198 kHz as a result of international agreements aimed at avoiding interference"";""36"";""6"";NA",,
"250;""NYER"";""For a time during the 1970s Radio 4 still carried some regional variations for parts of England not served by BBC Local Radio stations"";""24"";""5"";NA",,,,
"251;""NYER"";""Roundabout East Anglia came to an end in 1980 "," when local radio services were introduced to East Anglia with the launch of BBC Radio Norfolk"";""26"";""8"";NA",,,
"252;""NYER"";""Until 1990 Radio 4's FM frequencies broadcast Open University ", schools programming and the ' Study on 4 ' adult education slot at various times on VHF/FM because until the 1990s , Radio 4 was not available on FM in much of Scotland ," Wales and Northern Ireland"";""48"";""30"";NA",
"253;""NYER"";""Until 1990 Radio 4's FM frequencies broadcast Open University ", schools programming and the ' Study on 4 ' adult education slot at various times on VHF/FM because until the 1990s , Radio 4 was not available on FM in much of Scotland ," Wales and Northern Ireland"";""48"";""1"";NA",
"254;""NYER"";""The launch of Radio 5 in September 1990 saw the removal of all three strands to the new station resulting ", for the first time ," in the full Radio 4 schedule being on FM"";""35"";""7"";NA",,
"255;""NYER"";""However ", between 17 January 1991 and 2 March 1991 , the FM broadcasts were replaced by a continuous news service devoted to the Gulf War , nicknamed ' Scud FM ' ," again with the main Radio 4 service being exclusively on long wave"";""45"";""5"";NA"
"256;""NYER"";""However ", between 17 January 1991 and 2 March 1991 , the FM broadcasts were replaced by a continuous news service devoted to the Gulf War , nicknamed ' Scud FM ' ," again with the main Radio 4 service being exclusively on long wave"";""45"";""9"";NA"
"257;""NYER"";""In September 1991 bosses decided that the main Radio 4 service would be on FM as FM coverage had by now been extended to cover almost all of the UK"";""30"";""2"";NA",,,,
"258;""NYER"";""Long wave also very occasionally opts out at other times ", such as to broadcast special services ," the most recent being when the Pope visited Britain in 2010"";""29"";""28"";NA",,
"259;""NYER"";""The five-minute Radio 4 UK Theme ( composed by Fritz Spiegl ) followed this for 28 years until April 2006"";""20"";""19"";NA",,,,
"260;""NYER"";""They were moved there in 1998 when the News Centre was opened to house both radio and TV news"";""19"";""5"";NA",,,,
"261;""NYER"";""Radio 4 News will move to New Broadcasting House in 2013"";""11"";""10"";NA",,,,
"262;""NYER"";""500 euro note The five hundred euro note ( â‚¬500 ) is the highest value euro banknote and has been used since the introduction of the euro ( in its cash form ) in 2002"";""35"";""34"";NA",,,,
"263;""NYER"";""In October 2011 "," there were approximately 594833600 five hundred euro banknotes in circulation around the Eurozone"";""17"";""2"";NA",,,
"264;""NYER"";""Before the introduction The euro was founded at the date of 1 January 1999 "," after which it began being the currency of over 300 million Europeans"";""27"";""13"";NA",,,
"265;""NYER"";""Euro banknotes and coins were introduced on 1 January 2002 ", and on that day it replaced the former cash of the eurozone 12 , as it was then ," national currencies like the Irish Pound and the Austrian schilling"";""40"";""9"";NA",
"266;""NYER"";""After the introduction The changeover period during which the former currencies ' notes and coins were exchanged for those of the euro lasted about two months "," until 28 February 2002"";""31"";""30"";NA",,,
"267;""NYER"";""The earliest date was in Germany ", where the mark officially ceased to be legal tender on 31 December 2001 ," though the exchange period lasted for two months more"";""30"";""19"";NA",,
"268;""NYER"";""Changes There has so far only been one series of euro notes "," however a new series similar to the current one is to be issued from 2011"";""28"";""27"";NA",,,
"269;""NYER"";""The initial issue of notes bears the signature of the first president of the European Central Bank ", Wim Duisenberg , who was replaced on 1 November 2003 by Jean-Claude Trichet ," whose signature appears on subsequent issues"";""38"";""27"";NA",
"270;""NYER"";""As of 20 April 2010 "," money exchange offices in the United Kingdom stopped selling â‚¬500 notes due to their use in money laundering"";""24"";""4"";NA",,,
"271;""NYER"";""Circulation As of October 2011 ", there were approximately 594833600 â‚¬500 banknotes in circulation around the Eurozone ," therefore it is the second-least circulated banknote in the Eurozone"";""28"";""4"";NA",,
"272;""NYER"";""EuroBillTracker had registered over 96 million notes as of October 2011"";""11"";""10"";NA",,,,,,
"273;""NYER"";""In 1996 deaths exceeded births by 1056 ", giving a natural population decline of 2.7 per 1000 , however , in 1997 there were 7200 migrants moving to Dorset and the Poole-Bournemouth conurbation , giving Dorset the second highest net population-growth , behind Cambridgeshire ," at 17.3%"";""47"";""21"";NA"
"274;""NYER"";""In 1996 deaths exceeded births by 1056 ", giving a natural population decline of 2.7 per 1000 , however , in 1997 there were 7200 migrants moving to Dorset and the Poole-Bournemouth conurbation , giving Dorset the second highest net population-growth , behind Cambridgeshire ," at 17.3%"";""47"";""6"";NA"
"275;""NYER"";""Data taken from the 2001 census and the Dorset Keyfacts"";""10"";""4"";NA",,,,,,
"276;""NYER"";""As of 2005 23 Conservative ", thirteen Liberal Democrat ," four Labour and one independent councillor sit on the county council"";""21"";""2"";NA",,,,
"277;""NYER"";""Before the dissolution of Parliament for the 2005 general election Dorset South was represented by Labour MP Jim Knight "," though this constituency was Labour's smallest majority and is one of the most fiercely contested seats in the election"";""39"";""7"";NA",,,,,
"278;""NYER"";""The field ", operated by BP from Wytch Farm , produces a high-quality oil and boasts the world's oldest continuously pumping well ( Kimmeridge , since the early 1960s ) and longest horizontal drill ( 5 miles ," ending underneath Bournemouth pier )"";""43"";""28"";NA",,
"279;""NYER"";""Most of Dorset's coastline was designated a World Heritage Site in 2001 because of its unique geological landforms"";""18"";""11"";NA",,,,,,
"280;""NYER"";""History The earliest recorded use of the name was in A.D.940 as Dorseteschire meaning the dwellers ( saete ) of Dornuuarana ( Dorchester ) ", the place of fisticuffs ( Celtic : Dwrn , ' fist ' and gwarae ," ' play ' )"";""44"";""10"";NA",,,
"281;""NYER"";""In 2002 ", 1903 kmÂ² of the county was in agricultural use , down from 1986 kmÂ² in 1989 ," although the figure has fluctuated somewhat"";""26"";""18"";NA",,,
"282;""NYER"";""In 2002 ", 1903 kmÂ² of the county was in agricultural use , down from 1986 kmÂ² in 1989 ," although the figure has fluctuated somewhat"";""26"";""15"";NA",,,
"283;""NYER"";""4.2 million British tourists and 260000 foreign tourists visited the county in 2002 "," spending a combined total of Â£768 million"";""21"";""12"";NA",,,,,
"284;""NYER"";""Foreign tourism declined in 1999 ( 310000 ", down from 410000 in 1998 ) , and again in 2002 ( down from 320000 ) ," the latter decline being blamed on the effects of the global economy and security at that time"";""42"";""4"";NA",,,
"285;""NYER"";""Foreign tourism declined in 1999 ( 310000 ", down from 410000 in 1998 ) , and again in 2002 ( down from 320000 ) ," the latter decline being blamed on the effects of the global economy and security at that time"";""42"";""18"";NA",,,
"286;""NYER"";""Foreign tourism declined in 1999 ( 310000 ", down from 410000 in 1998 ) , and again in 2002 ( down from 320000 ) ," the latter decline being blamed on the effects of the global economy and security at that time"";""42"";""12"";NA",,,
"287;""PRCT"";""The Serious Organised Crime Agency claimed that ' 0.9 of all â‚¬500 notes sold in the UK are in the hands of organised crime ' "," revealed during an eight month analysis"";""32"";""8"";NA",,,,,
"288;""PRCT"";""91.3% of Dorset's population were born in England and 95.2% were born within the United Kingdom"";""16"";""0"";NA",,,,,,
"289;""PRCT"";""91.3% of Dorset's population were born in England and 95.2% were born within the United Kingdom"";""16"";""9"";NA",,,,,,
"290;""PRCT"";""98.8% are indigenous "," an extreme example of the disproportionately small ethnic minority population in rural areas"";""17"";""0"";NA",,,,,
"291;""PRCT"";""0.78 of the population are Christian "," 13.7% are not religious"";""11"";""7"";NA",,,,,
"292;""PRCT"";""0.78 of the population are Christian "," 13.7% are not religious"";""11"";""0"";NA",,,,,
"293;""PRCT"";""Dorset has the second highest proportion of elderly people of any county in Britain ", second only to East Sussex ," with 25.9% of the population over 65 and 13.9% of the 16â€“74 age range retired"";""36"";""29"";NA",,,,
"294;""PRCT"";""Dorset has the second highest proportion of elderly people of any county in Britain ", second only to East Sussex ," with 25.9% of the population over 65 and 13.9% of the 16â€“74 age range retired"";""36"";""22"";NA",,,,
"295;""PRCT"";""In 1996 deaths exceeded births by 1056 ", giving a natural population decline of 2.7 per 1000 , however , in 1997 there were 7200 migrants moving to Dorset and the Poole-Bournemouth conurbation , giving Dorset the second highest net population-growth , behind Cambridgeshire ," at 17.3%"";""47"";""46"";NA"
"296;""PRCT"";""Dorset has little manufacturing industry ", at 14.6% of employment ( compared to 18.8% for the UK ) ," and is ranked 30th out the 34 English counties"";""28"";""7"";NA",,,,
"297;""PRCT"";""Dorset has little manufacturing industry ", at 14.6% of employment ( compared to 18.8% for the UK ) ," and is ranked 30th out the 34 English counties"";""28"";""13"";NA",,,,
"298;""PRCT"";""The gross domestic product for the county is 84% that of the national average"";""14"";""8"";NA",,,,,,
"299;""PRCT"";""While neither zinc nor zirconium are ferromagnetic ", their alloy ZrZn2 exhibits ferromagnetism below 35 K. Section 1.1 Occurrence Zinc makes up about 75 ppm ( 0.0075% ) of the Earth's crust ," making it the 24th most abundant element"";""40"";""26"";NA",,,,
"300;""PRCT"";""64Zn is the most abundant isotope ( 48.63% natural abundance )"";""11"";""7"";NA",,,,,,
"301;""PRCT"";""Similarly ", 70Zn ( 0.6% ) ," with a half-life of 1.3x10^16 years is not usually considered to be radioactive"";""20"";""4"";NA",,,,
"302;""PRCT"";""The other isotopes found in nature are 66Zn ( 0.28 ) "," 67Zn ( 0.04 ) and 68Zn ( 0.19 )"";""21"";""9"";NA",,,,,
"303;""PRCT"";""The other isotopes found in nature are 66Zn ( 0.28 ) "," 67Zn ( 0.04 ) and 68Zn ( 0.19 )"";""21"";""14"";NA",,,,,
"304;""PRCT"";""The other isotopes found in nature are 66Zn ( 0.28 ) "," 67Zn ( 0.04 ) and 68Zn ( 0.19 )"";""21"";""19"";NA"
"305;""URL"";""#Apple heads to trial over iTunes update #AAPL http://t.co/BevWxGyCVk"";""9"";""8"";NA",
"306;""WDLK"";""accomodate"";""1"";""0"";""""",
"307;""WDLK"";""accomodation"";""1"";""0"";""""",
"308;""WDLK"";""0"";""1"";""accross"";""""",
"309;""WDLK"";""agressive"";""1"";""0"";""""",
"310;""WDLK"";""agression"";""1"";""0"";""""",
"311;""WDLK"";""apparantly"";""1"";""0"";""""",
"312;""WDLK"";""appearence"";""1"";""0"";""""",
"313;""WDLK"";""arguement"";""1"";""0"";""""",
"314;""WDLK"";""assasination"";""1"";""0"";""""",
"315;""WDLK"";""basicly"";""1"";""0"";""""",
"316;""WDLK"";""begining"";""1"";""0"";""""",
"317;""WDLK"";""beleive"";""1"";""0"";""""",
"318;""WDLK"";""bizzare"";""1"";""0"";""""",
"319;""WDLK"";""buisness"";""1"";""0"";""""",
"320;""WDLK"";""Carribean"";""1"";""0"";"""""
"321;""WDLK"";""cemetary"";""1"";""0"";"""""
"322;""WDLK"";""chauffer"";""1"";""0"";"""""
"323;""WDLK"";""collegue"";""1"";""0"";"""""
"324;""WDLK"";""comming"";""1"";""0"";"""""
"325;""WDLK"";""commitee"";""1"";""0"";"""""
"326;""WDLK"";""completly"";""1"";""0"";"""""
"327;""WDLK"";""concious"";""1"";""0"";"""""
"328;""WDLK"";""curiousity"";""1"";""0"";"""""
"329;""WDLK"";""definately"";""1"";""0"";"""""
"330;""WDLK"";""dilemna"";""1"";""0"";"""""
"331;""WDLK"";""dissapear"";""1"";""0"";"""""
"332;""WDLK"";""dissapoint"";""1"";""0"";"""""
"333;""WDLK"";""ecstacy"";""1"";""0"";"""""
"334;""WDLK"";""embarass"";""1"";""0"";"""""
"335;""WDLK"";""enviroment"";""1"";""0"";"""""
"336;""WDLK"";""existance"";""1"";""0"";"""""
"337;""WDLK"";""Farenheit"";""1"";""0"";"""""
"338;""WDLK"";""familar"";""1"";""0"";"""""
"339;""WDLK"";""finaly"";""1"";""0"";"""""
"340;""WDLK"";""florescent"";""1"";""0"";"""""
"341;""WDLK"";""foriegn"";""1"";""0"";"""""
"342;""WDLK"";""forseeable"";""1"";""0"";"""""
"343;""WDLK"";""fourty"";""1"";""0"";"""""
"344;""WDLK"";""foward"";""1"";""0"";"""""
"345;""WDLK"";""freind"";""1"";""0"";"""""
"346;""WDLK"";""futher"";""1"";""0"";"""""
"347;""WDLK"";""jist"";""1"";""0"";"""""
"348;""WDLK"";""glamourous"";""1"";""0"";"""""
"349;""WDLK"";""goverment"";""1"";""0"";"""""
"350;""WDLK"";""gaurd"";""1"";""0"";"""""
"351;""WDLK"";""happend"";""1"";""0"";"""""
"352;""WDLK"";""harrass"";""1"";""0"";""""",,,
"353;""WDLK"";""harrassment"";""1"";""0"";""""",,,
"354;""WDLK"";""honourary"";""1"";""0"";""""",,,
"355;""WDLK"";""humourous"";""1"";""0"";""""",,,
"356;""NORD"";""145 perished in a heatwave around Hopetoun when temperatures reached 48 °C (118 °F) on 6 January 2010"";""18"";""15"";""""",,,
"357;""NORD"";""Henry VIII (28 June 1491 – 28 January 1547) was King of England from 21 April 1509 until his death."";""20"";""1"";""""",,,
"358;""NORD"";""Henry VIII (28 June 1491 – 28 January 1547) was King of England from 21 April 1509 until his death."";""20"";""2"";""""",,,
"359;""NORD"";""Henry VIII (28 June 1491 – 28 January 1547) was King of England from 21 April 1509 until his death."";""20"";""6"";""""",,,
"360;""NORD"";""Henry VIII (28 June 1491 – 28 January 1547) was King of England from 21 April 1509 until his death."";""20"";""14"";""""",,,
"361;""NORD"";""Born 28 June 1491 at the Palace of Placentia in Greenwich", Kent," Henry Tudor was the third child and second son of Henry VII and Elizabeth of York"";""28"";""1"";""""",
"362;""NORD"";""Born 28 June 1491 at the Palace of Placentia in Greenwich", Kent," Henry Tudor was the third child and second son of Henry VII and Elizabeth of York"";""28"";""23"";""""",
"363;""NORD"";""Henry also played a considerable part in the ceremonies surrounding the marriage of his brother", Prince Arthur, to Catherine of Aragon," the youngest surviving child of King Ferdinand II of Aragon and Queen Isabella I of Castile"";""37"";""28"";"""""
"364;""NORD"";""Henry also played a considerable part in the ceremonies surrounding the marriage of his brother", Prince Arthur, to Catherine of Aragon," the youngest surviving child of King Ferdinand II of Aragon and Queen Isabella I of Castile"";""37"";""34"";"""""
"365;""NORD"";""Henry VII gave the boy few tasks"";""7"";""1"";""""",,,
"366;""NORD"";""Henry VII renewed his efforts to seal a marital alliance between England and Spain"," by offering his second son in marriage to Arthur's widow Catherine"";""25"";""1"";""""",,
"367;""NORD"";""Henry VII died on 21 April 1509"," and the 17-year-old Henry succeeded him as king"";""15"";""1"";""""",,
"368;""NORD"";""Henry VII died on 21 April 1509"," and the 17-year-old Henry succeeded him as king"";""15"";""4"";""""",,
"369;""NORD"";""oon after his father's burial on 10 May"," Henry suddenly declared that he would indeed marry Catherine"";""17"";""6"";""""",,
"370;""NORD"";""Henry's wedding to Catherine was kept low-key and was held at the friar's church in Greenwich on 11 June 1509"";""20"";""17"";""""",,,
"371;""NORD"";""On 23 June 1509"," Henry led the now 23-year-old Catherine from the Tower of London to Westminster Abbey for their coronation"";""21"";""1"";""""",,
"372;""NORD"";""Henry renewed his father's friendship with Louis XII of France"";""10"";""7"";""""",,,
"373;""NORD"";""After Pope Julius II created the anti-French Holy League in October 1511"";""12"";""3"";""""",,,
"374;""NORD"";""On 30 June 1513"," Henry invaded France"";""7"";""1"";""""",,
